,FacilityName,CountryName,ReportingYear,FacilityDetails,MTonnes,Activity,Pollutant,Co-ordinates
481,UNICALCE S.P.A. - STABILIMENTO DI LECCO,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=475,0.16,Manufacture of lime and plaster,"CO2, AIR","[9.418611, 45.839166]"
482,UNICALCE S.P.A. - STABILIMENTO DI VAL BREMBILLA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=359,0.28400000000000003,Manufacture of lime and plaster,"CO2, AIR","[9.626111, 45.788611]"
483,UNITA PRODUTTIVA DI MONTICHIARI,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=27896,0.197,Manufacture of lime and plaster,"CO2, AIR","[10.331591, 45.459436]"
484,VÁPENKA VITOŠOV s.r.o.,Czech Republic,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14163,0.307,Manufacture of lime and plaster,"CO2, AIR","[16.94784761111111, 49.859587661111114]"
485,"Vápenka Čertovy schody, a.s.",Czech Republic,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=12828,0.384,Manufacture of lime and plaster,"CO2, AIR","[14.05710848888889, 49.91027826111111]"
486,Walhalla Kalk GmbH & Co. KG,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=45856,0.169,Manufacture of lime and plaster,"CO2, AIR","[12.1338669114199, 49.0340694139733]"
487,Whitwell Works,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13167,0.369,Manufacture of lime and plaster,"CO2, AIR","[-1.19866, 53.2707]"
488,ZNHV,Bulgaria,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=15847,0.113,Manufacture of lime and plaster,"CO2, AIR","[22.976383, 42.90878]"
489,"Zakłady Przemysłu Wapienniczego ""Trzuskawica"" S.A.",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6684,0.548,Manufacture of lime and plaster,"CO2, AIR","[20.562687, 50.806308]"
490,"Zakłady Wapiennicze Lhoist S.A, Jednostka  Produkcyjna w Górażdżach",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5121,0.209,Manufacture of lime and plaster,"CO2, AIR","[18.026177, 50.526364]"
491,Zakłady Wapiennicze Lhoist S.A. Jednosta Produkcyjna w Częstochowie,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6483,0.11900000000000001,Manufacture of lime and plaster,"CO2, AIR","[19.097964, 50.762855]"
492,Zakłady Wapiennicze Lhoist S.A. Jednostka Produkcyjna  w Tarnowie Opolskim,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5111,0.215,Manufacture of lime and plaster,"CO2, AIR","[18.079023, 50.56427]"
493,Zementwerk Leube GmbH,Austria,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5773,0.105,Manufacture of lime and plaster,"CO2, AIR","[13.17725, 47.57711]"
494,voestalpine Stahl GmbH,Austria,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=52039,0.34600000000000003,Manufacture of lime and plaster,"CO2, AIR","[14.159778, 47.807083]"
495,závod Mokrá,Czech Republic,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10911,0.11900000000000001,Manufacture of lime and plaster,"CO2, AIR","[16.774063738888888, 49.21546633888889]"
496,"A.G.SIDERÚRGICA BALBOA, S.A.",Spain,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=11222,0.10200000000000001,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[-6.714513, 38.324639]"
497,ACCIAI SPECIALI TERNI S.P.A. - stabilimento di TERNI,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5720,0.336,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[12.666666, 42.566666]"
498,ACCIAIERIE BERTOLI SAFAU SPA,Italy,2016,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=1437,0.232,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[13.206944, 45.995555]"
499,"ACERINOX, S.A.",Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7006,0.23600000000000002,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[-5.421245, 36.183927]"
500,AG der Dillinger Hüttenwerke,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=3131,0.719,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[6.75413698244508, 49.3571721704399]"
501,ALFA ACCIAI SPA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=398,0.121,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[10.226944, 45.533333]"
502,APERAM STAINLESS BELGIUM,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14573,0.17200000000000001,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[5.4990369999999995, 50.938103]"
503,APERAM STAINLESS BELGIUM SA,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=15647,0.183,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[4.5355, 50.416]"
504,ARCELORMITTAL ATLANTIQUE et LORRAINE SITE DE DUNKERQUE,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4797,12.6,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[2.36, 51.03]"
505,ARCELORMITTAL Atlantique-Lorraine,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4030,0.256,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[6.12, 49.32]"
506,ARCELORMITTAL BELGIUM - GENT,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14567,4.11,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[3.8143601, 51.176716]"
507,ARCELORMITTAL ESPAÑA - PLANTA SIDERÚRGICA DE AVILÉS Y GIJÓN,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8930,5.31,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[-5.91113, 43.55611]"
508,ArcelorMittal Belval & Differdange (Site de Belval),Luxembourg,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14370,0.2,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[5.95579, 49.5019]"
509,ArcelorMittal Belval & Differdange (Site de Differdange),Luxembourg,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14369,0.176,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[5.89753, 49.52597]"
510,ArcelorMittal Bremen GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=43721,26.6,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[8.6867284642385, 53.1249394295311]"
511,ArcelorMittal Bremen GmbH / BREMA Walzwerk GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=73960,0.5740000000000001,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[8.6867284642385, 53.1249394295311]"
512,ArcelorMittal Eisenhüttenstadt GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46328,1.8900000000000001,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[14.6176822369296, 52.1661405222489]"
513,ArcelorMittal FOS,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4273,7.93,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[4.9, 43.45]"
514,ArcelorMittal Hochfeld GmbH Werk Ruhrort,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=237284,0.257,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[6.74917290245173, 51.4608318042529]"
515,ArcelorMittal Ostrava a.s.,Czech Republic,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10557,2.54,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[18.305777830555556, 49.7958697]"
516,"ArcelorMittal Poland S.A., Oddział w Dąbrowie Górniczej",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6488,4.94,Manufacture of basic iron and steel and of ferro-alloys,"CO2, AIR","[19.281864, 50.343379]"
